,title,description,link,published
10,ช่วยแนะนำหนังสือติวโอเน็ต และเเกทแพทปี64หน่อยค่ะ,คือว่าตอนนี้เรากำลังเรียนอยู่ปวชปี 2 กำลังจะขึ้นปี 3 แต่พอดีว่ารู้ตัวอีกทีก็คืออยากเข้ามหาลัยที่นี้เราจะติวเองที่บ้านเราก็มีเวลาปีกว่าอยากได้หนังสือที่ติว o-net gat pat 1 ช่วยแนะนำร้านหนังสือหรือว่าหน,https://pantip.com/topic/40522503,"Mon, 15 Feb 2021 17:43:25 +0700"
11,ขอลงรถ OR ก่อนนะครับ ได้มา 80% นิดๆ พอแล้ว,เสียดายหน่อย ตอนแรกตั้งขาย ราคา 1 เด้ง พอตอนเช้าเห็นมันเอื่อยๆ เลยแก้ราคาใหม่ เคาะซ้าย ขายไป ตอน 31.75 บ. ซะเลยกลับมาดู แหม เสียดายจังใครถืออยู่ก็ขอให้โชคดีๆ นะครับ,https://pantip.com/topic/40522502,"Mon, 15 Feb 2021 17:43:18 +0700"
12,ตลาดมันซังกะบ๊วย  DELTA โดน แต่ OR รอด  มัน 2 มาตรฐานชัดๆ   ?,กฏข้อที่ 1 ของ Cash Balance คือ ขึ้นอยู่กับดุลยพินิจของเจ้าของบ่อน กำ......,https://pantip.com/topic/40522561,"Mon, 15 Feb 2021 18:09:29 +0700"
13,ปลาเผาลืมมาเกลือ,คือเเม่อ่ะให้เราเผาปลาให้ เเม่อ่ะทำปลาเสร็จเรียบร้อยเเล้วเว้ย เเต่เเม่ยังไม่ได้ทาเกลือ เราก็ไม่รู้ไงเอามาย่างเฉย เราก็สงสัยอยู่ว่าเเม่ทาเกลือยัง เราก็โทรไปหาเเม่ เเม่ก็ไม่รับ พอเเม่มาถึงเราก็ถามว่าปลา,https://pantip.com/topic/40522514,"Mon, 15 Feb 2021 17:47:27 +0700"
14,ราคาทองจะขึ้นอีกไหม ถ้าขึ้นจะถึงบาทละ28000ไหม,,https://pantip.com/topic/40522513,"Mon, 15 Feb 2021 17:47:17 +0700"
15,จบรัฐประศาสนศาตร์ (เทียบโอน) อยากเรียน ป.ตรี ใบที่ 2 มี มหาวิทยาลัยไหนรับเทียบโอนบ้างคับ,คือผมจบ รป.ศ. จากมหาวิทยาลัยแห่งนึ่ง เป็นแบบเทียบโอนจาก ปวส. ตอนนี้ทำงานรับราชการ แต่อยากเรียน ป.ตรี ใบที่ 2 แบบภาคพิเศษ ส.-อา หรือเรียนแบบมหาวิทยาลัยเปิดก็ได้ มีที่ไหนเปิดรับบ้างครับ ยิ่งจบเร็ว หรือแ,https://pantip.com/topic/40522512,"Mon, 15 Feb 2021 17:46:03 +0700"
16,รถราคา 409000 ดาว 30% อยากทราบว่าเงินดาวเท่าไหร่ครับ,,https://pantip.com/topic/40522564,"Mon, 15 Feb 2021 18:11:10 +0700"
17,เวลาสตาทร์ เครื่องสั่นมากเหมือนไม่ติดเเต่ก็ติดเป็นเพราะอะไรครับ/เชฟโลเลตครับ/รถ2ปีครับ,,https://pantip.com/topic/40522548,"Mon, 15 Feb 2021 18:03:40 +0700"
18,โรงเรียนพุทธค่าเทอมเท่าไหร่ครับ,,https://pantip.com/topic/40522537,"Mon, 15 Feb 2021 17:56:25 +0700"
19,อายุ13อวัยวะเพศพึ่งถอกได้วันนี้ดีใจมากพอดึงจนสุดเจอคราบสีเหลืองๆแข็งๆเต็มเลยเลยแกะได้บางส่วนแต่ไม่หมดควรทำไงดีครับ,,https://pantip.com/topic/40522533,"Mon, 15 Feb 2021 17:54:32 +0700"
20,@@@ ศาลอุทธรณ์ยืนตามศาลชั้นต้น ไม่ให้ประกันตัว @@@,,https://pantip.com/topic/40522532,"Mon, 15 Feb 2021 17:54:08 +0700"
21,Kimetsu no Yaiba ดาบพิฆาตอสูร มังงะเล่ม22 ซื้อได้ที่ไหนหรอครับ,,https://pantip.com/topic/40522526,"Mon, 15 Feb 2021 17:51:48 +0700"
22,รีวิวตรวจ Covid-19 ฟรี!! จากการทำแบบประเมินความเสี่ยงผ่านระบบ Bkkcovid-19,สวัสดีค่า กระทู้นี้ขอมีสาระหน่อยค่ะ ก่อนอื่นต้องเล่าว่าช่วงวันหยุดก่อนปีใหม่เราได้ไปในสถานที่เสี่ยงมาเป็นตลาดสดแถวบ้าน (มีการประกาศรายชื่อผู้ติดเชื้อเดินทางไปตลาดเดียวและช่วงเวลาเดียวกับเรา จาก ศบค.),https://pantip.com/topic/40522515,"Mon, 15 Feb 2021 17:47:33 +0700"
23,ทำไงให้โหลดไฟล์ .torrent แล้วมันเด้งไปที่โปรแกรมเลยคะ,คอมเครื่องเดิมเป็นแบบนี้ค่ะ แต่คอมใหม่ เวลาโหลดไฟล์ .torrent ต่างๆ มันจะ (ถาม) ให้เซฟลงที่ไหนซักแห่งก่อน แล้วค่อยไป Open With utorrent ตรงนั้นอีกที อยากได้แบบที่ โหลดไฟล์ แล้วมันเด้งไปที่โปรแกรมเลยค่ะ,https://pantip.com/topic/40522517,"Mon, 15 Feb 2021 17:48:41 +0700"
24,สายงานเอเจนซี่ ทำงานเกินสโคปแต่ปรับเงินเดือนขึ้น 1 พัน เอาไงต่อดี?,สวัสดีค่ะ เราทำตำแหน่ง Content Creator ก็คือคิดคอนเทนต์+เขียนด้วย อันนี้คือ JD นะคะ เล่าคร่าวๆก่อน ว่าเราเข้ามาด้วยการไม่ใช้วุฒิ เพราะโปรไฟล์เราคือเราเรียนถึงปี 4 แต่มีปัญหาส่วนตัว+ปัญหาสุขภาพจิต ทำให,https://pantip.com/topic/40522516,"Mon, 15 Feb 2021 17:48:26 +0700"
25,ทำไมexolกับarmyไม่ถูกกันอ่ะคะ?,ทำไมexolกับarmyถึงไม่ถูกกันอ่ะคะแบบเรื่องรับรางวัลเรื่องต่างๆนะๆอ่ะค่ะ?,https://pantip.com/topic/40522518,"Mon, 15 Feb 2021 17:49:03 +0700"
26,ตั้งชื่อแฟนว่าผัว,การที่เราตั้งเล่นแฟนในแชทว่าผัวมันดูทุเรศมากเลยหรอในสายตาคนในครอบครัวเรา แค่อยากรู้??,https://pantip.com/topic/40522557,"Mon, 15 Feb 2021 18:07:16 +0700"
27,อฟช.ประกาศวัน 2-shotแล้วยังครับ จะได้เตรียมตัวถูก,อฟช.ประกาศแล้วยังครับ แต่เห็นมีแว่วๆมาว่า 5 มีนา คือยังไงครับ,https://pantip.com/topic/40522519,"Mon, 15 Feb 2021 17:50:26 +0700"
28,ตลาดมัน.....  DELTA โดน แต่ OR รอด  มัน 2 มาตรฐานชัดๆ   ?,กฏข้อที่ 1 ของ Cash Balance คือ ขึ้นอยู่กับดุลยพินิจของเจ้าของบ่อน กำ......,https://pantip.com/topic/40522561,"Mon, 15 Feb 2021 18:09:29 +0700"
29,เราพยายามเลิกแต่แฟนไม่ยอมเลิก,มีแฟนแล้วแฟนไม่สนใจเราให้ยามจะเลิกกับเขาแต่เขาไม่อยากเลิกกับเราเราควรทำอะไงดีครับ,https://pantip.com/topic/40522524,"Mon, 15 Feb 2021 17:51:22 +0700"
30,ยังรอคำชี้แจงเงินบริจาคจากพี่ ซาย เท็มปุระ ครับ,หวังว่าพวกติ่งแตก จะใช้มาตรฐานเดียวกับ ชอน นะครับ อยากเห็นติ่งแตก call out ให้เปิดเผยตัวเลขที่เปิดรับบริจาคครับ อย่าให้คนกันเองอย่างหมออั้ม ออกมาเผยความจริงเลยครับ เงินรับมาเท่าไร ใช้ไปเท่าไร ควรชัดเจ,https://pantip.com/topic/40522523,"Mon, 15 Feb 2021 17:51:10 +0700"
31,หลังจบคดีลุง คดีสร้างงูยักษ์ และจับหรือจับคนฆ่าชมพู่ได้นะ หมู่บ้านนี้ต้องโดนตรวจสอบหมด ยุบหมู่บ้านยึดที่คืนให้หาที่ใหม่,เพราะงบประมาณ งานตำรวจต้องเอาไปทำคดีนี้เยอะมาก เสียเวลา กับเรื่องพวกนี้จากคดีฆ่าเด็ก กลายเป็นมีลุงดังไปออกงานโชว์ตัว ข่าวสำนักข่าวไร้สมองก็ดันให้เหมือนเป็นดารา เช้น รอบอกเท่าไหร่ สูงเท่าไหร่ ชอบกินอะไ,https://pantip.com/topic/40522522,"Mon, 15 Feb 2021 17:51:09 +0700"
32,เครื่องยนต์เซียงกงจากญี่ปุ่นกับน้ำมันเชื้อเพลิงผสมเอทานอลในบ้านเรา,ผมสงสัยว่ามันรองรับน้ำมันเชื้อเพลิงผสมเอทานอลในบ้านเราหรือเปล่า เพราะลองค้นดูแล้วเหมือนญี่ปุ่นจะไม่เหมือนบ้านเรา เรื่องของเรื่องคือผมใช้แจ๊ส GE รถคันนี้ส่วนใหญ่จอดและใช้เฉพาะวันหยุด (ไม่ขับไปกินเที่ยว,https://pantip.com/topic/40522521,"Mon, 15 Feb 2021 17:50:32 +0700"
33,ช่วยตั้งชื่อร้านน้ำเต้าหู้เก๋ๆหน่อยได้ไหมค๊า ขอบคุณค่ะ,พอดีคิดชื่อร้านมาหลายวันแล้วค่ะ แต่ไม่ถูกใจ ขอแรงพี่ๆน้องๆช่วยกันตั้งชื่อน้ำเต้าหู้เก็ๆหน่อยได้ไหมค๊า ไม่ดราม่านะคะคิดไม่ออกจริงๆค่ะ ขอบคุณมากๆเลยค่ะ เป็นร้านน้ำเต้าหู้แท้ 100% ค่ะมีฟิวชั่นเช่น น้ำเต้,https://pantip.com/topic/40522520,"Mon, 15 Feb 2021 17:50:31 +0700"
34,เอาไงดีคะ....แม่ไม่อยากให้ไปเรียนภาคเหนือㅠㅠ,เราเป็นเด็กใต้ที่อยากไปเรียนมหาลัยแถวภาคเหนือ/อีสานมากค่ะ แต่แม่บอกว่าค่าใช้จ่ายอะไรสูงกว่ากรุงกว่ากรุงเทพอย่างค่าเดินทางอะไรแบบนี้ ทุกคนคิดว่าไงคะเราไม่คิดว่าจะสูงกว่าอะไรขนาดนั้นเพราะมันน่าจะเท่าๆกั,https://pantip.com/topic/40522525,"Mon, 15 Feb 2021 17:51:40 +0700"
35,ต้องการใช้ฟังก์ชั่น กล้องถอยหลังปรับได้ 3 ระดับ (Honda City) เราสามารถใช้ เครื่องเสียงแอนดรอยด์ ที่ขายทั่วไปได้มั้ยครับ,เป็นรถ Honda City ครับ มี 2 คัน ปี 2012 กับ 2016 เป็นรุ่นที่ไม่มีจอทั้ง 2 คันครับ (รถพี่สาว กับรถภรรยา) ไปนั่งรถเพื่อน เห็นกล้องถอยหลัง สามารถ ปรับได้ 3 ระดับ เลยสนใจฟังก์ชั่นนี้ครับ คำถามคือ ถ้าผมติด,https://pantip.com/topic/40522527,"Mon, 15 Feb 2021 17:52:17 +0700"
36,Kimetsu no Yaiba ดาบพิฆาตอสูร มังงะเล่ม22 ซื้อได้ที่ไหนหรอครับ,,https://pantip.com/topic/40522526,"Mon, 15 Feb 2021 17:51:48 +0700"
37,"Mazda 3 ปี 2018 มือสอง ไมล์ 80,000 กับ Nissan Almera 2020 ราคาผ่อนพอๆกัน เลือกตัวไหนดี",ตามหัวเรื่องเลยครับ แนะนำหน่อยครับ,https://pantip.com/topic/40522528,"Mon, 15 Feb 2021 17:53:21 +0700"
38,เก็บงานต่อเติมกำแพง ที่ไม่ได้ฉาบไว้ยังไงได้บ้างครับ,ต่อเติมกำแพงไว้หลายปีแล้ว แล้วด้านหลังไม่ได้เก็บงาน อยากจะทำให้มันสวยงาม สามารถใช้ลูกหมูใบตัดคอนกรีตส่วนเกิดให้พอเรียบแล้วฉาบทับ ได้มั้ยครับแบบนี้,https://pantip.com/topic/40522579,"Mon, 15 Feb 2021 18:19:06 +0700"
39,@@@ ศาลอุทธรณ์ยืนตามศาลชั้นต้น ไม่ให้ประกันตัว @@@,,https://pantip.com/topic/40522532,"Mon, 15 Feb 2021 17:54:08 +0700"
40,ประกาศหาเจ้าของ ที่ทำอุปกรณ์ถ่ายภาพตกหาย ย่านตลาดวัดกลาง,เมื่อวันที่ 14 ก.พ. เวลาประมาณ 1 ทุ่ม มีกลุ่มช่างภาพไปถ่ายรูปบริเวณท่าน้ำตลาดวัดกลาง และได้ทำอุปกรณ์การถ่ายภาพจกหล่นไว้ ติดต่อรับคืนได้ที่ร้านสุริยากาแฟ ตลาดวัดกลาง,https://pantip.com/topic/40522531,"Mon, 15 Feb 2021 17:54:07 +0700"
41,โดนตกซะแล้ว หลงรักซะแล้วสิ,หลงรักท่วงทำนอง พร้อมฝนพรำ ไม่รู้ว่าอะไรดลใจ ทำให้เราได้มาเจอกัน แต่ก็โดนตกไปซะแล้ว ทำไงดี ^^ ชอบเพลงแบบนี้จัง,https://pantip.com/topic/40522530,"Mon, 15 Feb 2021 17:53:53 +0700"
42,ทวิตเต้อสีเพี้ยน😢,คือเราลงคลิปไปแล้วแบบสีมันดรอปลงมากอะแบบสีเพี้ยนจากเดิมมาก คลิปไม่ชัดพอเข้าใจแต่ของเรามันสีดรอปลงมากเลย😭,https://pantip.com/topic/40522529,"Mon, 15 Feb 2021 17:53:28 +0700"
43,มีที่ไหนรับซื้อรองเท้ามือสองมั้งครับ,จะขายรองเท้าไม่ค่อยได้ใส่มีที่ไหนรับซื้อมั่งครับขอในกรุงเทพฯ,https://pantip.com/topic/40522580,"Mon, 15 Feb 2021 18:21:05 +0700"
44,อายุ13อวัยวะเพศพึ่งถอกได้วันนี้ดีใจมากพอดึงจนสุดเจอคราบสีเหลืองๆแข็งๆเต็มเลยเลยแกะได้บางส่วนแต่ไม่หมดควรทำไงดีครับ,,https://pantip.com/topic/40522533,"Mon, 15 Feb 2021 17:54:32 +0700"
45,ถ้าไม่ได้เรียนตรงสายวิท-คณิต คะแนน O-net ไม่ผ่านเกณฑ์ สามารถเข้าทันตแพทย์ได้ไหม,คือจะบอกก่อนว่า คะแนน o-nat ของเรามันเป็นคะแนนตั้งแต่ปี62แล้ว ตอนนั้นเราไม่คิดจะเข้าทันตะด้วยซ้ำ มันก็เลยคะแนนออกมาไม่ได้เลย แล้วตอนนี้เราจะมาจริงจังกลับสายนี้แล้ว ถ้าสมมุติว่าเราสอบ กสพท และ gat-pat,https://pantip.com/topic/40522534,"Mon, 15 Feb 2021 17:55:18 +0700"
46,‘ญี่ปุ่น’ อนุมัติใช้วัคซีนไฟเซอร์/ไบโอเอ็นเทคป้องกัน ‘โควิด’ ขณะ ‘โตเกียวโอลิมปิก’ ขยับใกล้เข้ามา,ญี่ปุ่นเพิ่งอนุมัติในวันอาทิตย์ (14 ก.พ.) ให้ใช้วัคซีนป้องกันโควิด-19 ชนิดแรกภายในประเทศได้ ซึ่งได้แก่วัคซีนของไฟเซอร์/ไบโอเอ็นเทค เป็นการเปิดทางสะดวกให้แก่การฉีดวัคซีนในหมู่ประชาชนจำนวนมาก ขณะที่แดนอ,https://pantip.com/topic/40522536,"Mon, 15 Feb 2021 17:55:55 +0700"
47,อยากทราบว่าเราแค่กอดคอกับแฟนแต่กอดคอแบบเพื่อนอะไรแบบนี้ไม่ได้จะอะไรกัน!!!,คือเรายืนอยู่กับแฟน2คนที่โรงเรียนแล้วเป็นที่กลางแจ้งไม่ใช่ที่ลับตาคือวันนั้นครูให้ไปวัดส่วนสูงเราเลยถามแฟนว่าสูงเท่าไหร่แฟนเราก็บอกมาแล้วเขาก็ถามว่าแล้วเองสูงเท่าไหร่เราก็บอกไปเขาเลยพูดว่าเตี้ยว่ะ เรา,https://pantip.com/topic/40522535,"Mon, 15 Feb 2021 17:55:43 +0700"
48,ฉันคือใคร ฉันอยากรู้จักแม่ของฉัน,ฉันอยู่กับครอบครัวซึ่งเขาให้ฉันเรียกเขาว่าพ่อกับแม่ แต่เอาจริงๆคนที่ฉันเรียกว่าแม่เขาไม่ได้รักหรือดีกับฉันเลย ต่อหน้าคนอื่นก็ทำตัวเป็นแม่แสนดีที่เสียสละ แต่เอาจริงๆฉันเป็นที่ระบายอารมณ์ของเขามากว่าฉัน,https://pantip.com/topic/40522542,"Mon, 15 Feb 2021 17:58:31 +0700"
49,โอนเงินจากnetbankไปscbยอดเงินไม่เข้าปลายทาง,สวัดดีครับพอดีว่าผมโอนเงินจากnetbankไปscbยอดเงินถูกหักไปแล้วแต่ปลายทางไม่มียอดเข้าต้องทำไงครับแล้วยอดที่ค้างจะเข้าปลายทางหรือเข้าในบัญชีของเราเอง?,https://pantip.com/topic/40522541,"Mon, 15 Feb 2021 17:57:44 +0700"
50,ัผัดกะเพรากุ้ง ผัดยังไงให้อร่อยขึ้น มีเคล็ดลับง่ายๆ มาดูกันครับ ง่ายจริงๆ,😘วันนี้หมีซี๊ดนำเสนอ ผักกะเพรากุ้ง ครับ แต่ไม่ธรรมดานะครับ🦞 มันมีเคล็ดลับที่เพิ่มความอร่อย ให้กับผัดกะเพรากุ้งของเรา😄 &quot;ด้วยการใส่มันกุ้งลงไป&quot; 🤩🦞และเคล็ดลับอีกอย่างก็คือ การโขลกพริก กระเทียม,https://pantip.com/topic/40522539,"Mon, 15 Feb 2021 17:57:08 +0700"
51,นครปฐมไปชะอำเดินทางด้วยรถไฟไปยังไงคะ,อยากสอบถามค่ะว่าถ้าเดินทางจากสถานีรถไฟนครปฐมไปชะอำไปยังไงเเล้วค่าใช้จ่ายเดินทางประมาณเท่าไหร่ค่ะ///ขอบคุณนะคะ,https://pantip.com/topic/40522538,"Mon, 15 Feb 2021 17:57:06 +0700"
52,โรงเรียนพุทธค่าเทอมเท่าไหร่ครับ,,https://pantip.com/topic/40522537,"Mon, 15 Feb 2021 17:56:25 +0700"
53,เติมเงินเข้าพอร์ตหุ้น SCB STREMING แต่เงินเข้าไม่ครบ,เติมเงินเข้าพอต 5000 ตอน15.20น. แต่เงินเข้าฝั่งline available แค่1900เป็นเพราะอะไรครับ ปล.1 เราสามารถดูประวัติการฝากถอน กำไรขาดทุนย้อนหลังได้มั้ยครับ,https://pantip.com/topic/40522545,"Mon, 15 Feb 2021 17:59:56 +0700"
54,ถ้าขาย Iphone 7 Plus 32 GB และซื้อรุ่นใหม่ จะมีรุ่นไหนที่ได้เมมเพิ่มขึ้น และสเป็คไม่ต่างจากเดิมมาก,ตอนนี้ใช้ Iphone 7 plus 32 gb อยู่ ติดปัญหาเดียวคือเมมไม่พอ จะโหลด จะเก็บข้อมูลอะไรก็ลำบาก รูปภาพ วิดิโอกับแอพจำเป็นเยอะ แต่ไม่ได้อยากหาซื้อแพงๆขึ้น มีใครพอแนะนำมือถือที่คุณภาพใกล้เคียงกันได้ไหมครับ ร,https://pantip.com/topic/40522544,"Mon, 15 Feb 2021 17:59:31 +0700"
55,ซิบเอไอเอสถูกระงับ,พอจะทำได้มั้ยค่ะมีเบอเอไอเอสถูกระงับใช้แบบเติมเงินลืมเบอเรยใช้ไม่ได้พอจะมีวิธีมั้ยค่ะอยากได้เบอเดิมค่ะมันจำเป็นมากๆค่ะ,https://pantip.com/topic/40522543,"Mon, 15 Feb 2021 17:59:22 +0700"
56,ขอความเห็นหน่อยครับ,ผมได้ศึกษาคุยกับคนคนนึงอยู่ ผมนัดเค้าซึ่งอยู่ห่างกันมากครับผมอยู่กรุงเทพ เค้าอยู่อุดร(แต่เค้าเคยอยู่กรุงเทพมาก่อนนะครับเพิ่งไปทำงานที่อุดรได้1ปี) เราได้เจอกันครับและก็แยกย้ายกลับบ้าน และวันสุดท้ายก่อน,https://pantip.com/topic/40522590,"Mon, 15 Feb 2021 18:25:36 +0700"
57,ใครซื้อและขายผิดจังหวะบ้างครับ OR,ผมกำไร 4 หมื่น ไม่ได้ขายตอน 36 มัวแต่จ้องราคา ตอนช่วงเช้าที่จ้าวตบลงไปราคา 33.50 ไปขายราคานี้กำไร 2 หมื่น แล้วไปซื้ออีกตอนราคา 35 บาท ราคาปิดที่ 34 บาท เหมือนขายผิดจังหวะ และซื้อผิดจังหวะด้วย แต่ดีที่,https://pantip.com/topic/40522547,"Mon, 15 Feb 2021 18:01:36 +0700"
58,ตามหาการตูนครับ,ผมเคยดูตอนเด็กๆมันเกี่ยวกับการ์ดอะครับ จำชื่อตัวละครไม่ได้ด้วย แต่ผมจำตัวเพื่อนพระเอกได้ครับ เป็นผู้ชายใส่เสื้อสีน้ำเงิน รวยมากมีคนมาเสนอขายการ์ดให้ถึงบ้านเลย ใช่การ์ดธาตุน้ำแต่ผมจำชื่อไม่ได้จริงๆ แล้,https://pantip.com/topic/40522546,"Mon, 15 Feb 2021 18:00:57 +0700"
59,เวลาสตาทร์ เครื่องสั่นมากเหมือนไม่ติดเเต่ก็ติดเป็นเพราะอะไรครับ/เชฟโลเลตครับ/รถ2ปีครับ,,https://pantip.com/topic/40522548,"Mon, 15 Feb 2021 18:03:40 +0700"
60,อยากเรียนคณะเเพทย์ทำไงดี?,คือตอนนี้หนูอยู่ชั้นม.4เทอมสอง กำลังจะขึ้นม.5แล้ว คิดไว้ว่าจะเรียนพิเศษเพิ่มเเต่ไม่รู้จะเริ่มตรงไหนดี ใครมีวิธีการเเนะนำเป็นแนวทางให้หนูได้ไหมคะ ส่วตัวเป็นคนที่เรียนเกรดกลางๆ ไม่ต่ำเเละก็ไม่สูงมาก เเต,https://pantip.com/topic/40522550,"Mon, 15 Feb 2021 18:04:57 +0700"
61,น้ำหนักลดไม่ลง,คือลดนํ้าหนักมา 1 เดือนแล้วคะ น้ำหนัก 80 ส่วนสูง 170 คุมอาหาร แต่ไม่รู้ว่าถูกไหม (เช้ากิน ขนมปังปิ้งไม่ใส่อะไรเลย เที่ยงกินก๋วยเตี๋ยว เย็นกินสลัด อดไก่) แลวก็ออกกำลังกาย 10 นาที นำ้หนักยังอยู่ที่เดิมอ,https://pantip.com/topic/40522549,"Mon, 15 Feb 2021 18:04:19 +0700"
62,รู้สึกเหมือนโดนโกง Healthy Tips/Health Daily/Duang Heng1 เครือข่ายTrue,เหตุเกิดที่มีข้อความเข้ามาแล้วเราไม่ได้ตรวจสอบ ปกติเราจ่ายอยู่ที่ 200 กว่าบาท ไม่มีค้าง พอเดือน ก. พ ล่าสุดเบอร์มือถือเราโดนระงับแจ้งค่าบริการที่ 749 บาท +ยังไม่ถึงเวลาชำระเงิน ปกติชำระวันที่ 28 ของทุ,https://pantip.com/topic/40522554,"Mon, 15 Feb 2021 18:06:56 +0700"
63,งานออนไลน์​ง่ายๆ,สวัสดีค่ะ.... ตอนนี้เค้ากำลังหางานทำค่ะพอดีอยากจะช่วยคุณแม่ค่ะ.... คือเราใช้เงินเก่งมากแต่ก็ห้ามได้บ้างบางครั้งตอนนี้สงสารท่านมาก...... เราเลยอยากจะหางานทำออนไลน์​ง่ายๆค่ะได้เงินจริงไม่ผิดกฎหมาย​นะคะ,https://pantip.com/topic/40522553,"Mon, 15 Feb 2021 18:06:41 +0700"
64,พอดีชอบเพลงของbtsอยากให้แนะนำรายการของบังทัน,ไปดูRunbtsมาจะร้อยตอนล่ะ รู้สึกชอบวีเป็นพิเศษดูเป็นคนลึกลับดี,https://pantip.com/topic/40522552,"Mon, 15 Feb 2021 18:05:10 +0700"
